topic,wine_id
Topic 52,48885
Topic 52,85381
Topic 52,21678
Topic 52,66138
Topic 52,91189
Topic 52,8596
Topic 52,83296
Topic 52,29510
Topic 52,49668
Topic 52,66061
Topic 52,1048
Topic 52,54968
Topic 53,41261
Topic 53,66082
Topic 53,35353
Topic 53,31944
Topic 53,28923
Topic 53,73289
Topic 53,30778
Topic 53,19979
Topic 53,133085
Topic 53,46518
Topic 53,58535
Topic 53,28897
Topic 53,53021
Topic 53,42451
Topic 53,46593
Topic 53,50934
Topic 53,75535
Topic 53,18506
Topic 53,88685
Topic 53,65888
Topic 53,42070
Topic 53,25353
Topic 53,141608
Topic 53,119898
Topic 53,42238
Topic 54,146399
Topic 54,109158
Topic 54,35341
Topic 54,69398
Topic 54,82164
Topic 54,63564
Topic 54,63160
Topic 54,68634
Topic 54,67106
Topic 54,46990
Topic 54,108241
Topic 54,87496
Topic 54,107944
Topic 54,25681
Topic 54,56080
Topic 54,87895
Topic 54,144245
Topic 54,59917
Topic 54,76380
Topic 54,100258
Topic 54,23311
Topic 54,25724
Topic 54,4592
Topic 54,52969
Topic 54,10073
Topic 55,144648
Topic 55,67959
Topic 55,74507
Topic 55,54925
Topic 55,64878
Topic 55,136733
Topic 55,148113
Topic 55,21816
Topic 55,63211
Topic 55,20758
Topic 55,126419
Topic 55,83242
Topic 55,25644
Topic 55,48417
Topic 55,30747
Topic 55,41966
Topic 55,18427
Topic 55,98389
Topic 55,144860
Topic 55,144641
Topic 55,85645
Topic 55,30130
Topic 55,58640
Topic 55,1901
Topic 55,108662
Topic 56,149118
Topic 56,146305
Topic 56,31582
Topic 56,138728
Topic 56,149446
Topic 56,63564
Topic 56,43924
Topic 56,87277
Topic 56,77120
Topic 56,144948
Topic 56,6872
Topic 56,50471
Topic 56,147350
Topic 56,17949
Topic 56,52663
Topic 56,62627
Topic 56,17643
Topic 56,62197
Topic 56,54064
Topic 56,117702
Topic 56,50619
Topic 56,29864
Topic 56,139294
Topic 56,18095
Topic 56,109659
Topic 57,42790
Topic 57,80202
Topic 57,56221
Topic 57,31226
Topic 57,60235
Topic 57,64207
Topic 57,144648
Topic 57,21403
Topic 57,12904
Topic 57,19961
Topic 57,81365
Topic 57,74503
Topic 57,63564
Topic 57,78383
Topic 57,55509
Topic 57,32356
Topic 57,106911
Topic 57,138948
Topic 57,18409
Topic 57,11592
Topic 57,63342
Topic 57,60080
Topic 57,61836
Topic 57,50976
Topic 57,140401
Topic 58,112081
Topic 58,64496
Topic 58,68087
Topic 58,105846
Topic 58,20455
Topic 58,86002
Topic 58,86746
Topic 58,32821
Topic 58,38445
Topic 58,62568
Topic 58,146347
Topic 58,94858
Topic 58,149352
Topic 58,86547
Topic 58,11363
Topic 58,142680
Topic 58,72494
Topic 58,67514
Topic 58,105807
Topic 58,136683
Topic 58,62899
Topic 58,25774
Topic 58,20255
Topic 58,103142
Topic 58,115540
Topic 59,77801
Topic 59,66021
Topic 59,146343
Topic 59,64437
Topic 59,138356
Topic 59,112649
Topic 59,145167
Topic 59,60268
Topic 59,64631
Topic 59,144219
Topic 59,16741
Topic 59,56810
Topic 59,143995
Topic 59,26345
Topic 59,103096
Topic 59,23845
Topic 59,112097
Topic 59,56634
Topic 59,48242
Topic 59,145955
Topic 59,144523
Topic 59,116019
Topic 59,572
Topic 59,143970
Topic 59,104812
Topic 60,21056
Topic 60,31371
Topic 60,107775
Topic 60,100744
Topic 60,92689
Topic 60,14982
Topic 60,22343
Topic 60,52944
Topic 60,97766
Topic 60,24884
Topic 60,144548
Topic 60,104772
Topic 60,121572
Topic 60,8388
Topic 60,25364
Topic 60,79973
Topic 60,9704
Topic 60,77670
Topic 60,50446
Topic 60,8527
Topic 60,39084
Topic 60,140032
Topic 60,19808
Topic 60,100789
Topic 60,33256
Topic 61,104861
Topic 61,114748
Topic 61,5050
Topic 61,75958
Topic 61,24031
Topic 61,106392
Topic 61,144648
Topic 61,24058
Topic 61,36414
Topic 61,55956
Topic 61,132808
Topic 61,9757
Topic 61,40360
Topic 61,136719
Topic 61,10500
Topic 61,49969
Topic 61,76009
Topic 61,38530
Topic 61,116263
Topic 61,10218
Topic 61,75192
Topic 61,72849
Topic 61,60771
Topic 61,4539
Topic 61,23427
Topic 62,82956
Topic 62,2920
Topic 62,50263
Topic 62,52450
Topic 62,20739
Topic 62,64475
Topic 62,16422
Topic 62,48143
Topic 62,130820
Topic 62,74121
Topic 62,12972
Topic 62,3006
Topic 62,88754
Topic 62,8114
Topic 62,56072
Topic 62,54041
Topic 62,138612
Topic 62,46396
Topic 62,50616
Topic 62,24114
Topic 62,115994
Topic 62,76935
Topic 62,88670
Topic 62,33296
Topic 62,101571
Topic 63,49071
Topic 63,82575
Topic 63,82869
Topic 63,148661
Topic 63,2536
Topic 63,19448
Topic 63,48483
Topic 63,4755
Topic 63,40213
Topic 63,75959
Topic 63,41334
Topic 63,84989
Topic 63,104881
Topic 63,5541
Topic 63,66167
Topic 63,108502
Topic 63,11324
Topic 63,75906
Topic 63,22721
Topic 63,11682
Topic 63,38269
Topic 63,36411
Topic 63,15824
Topic 63,42738
Topic 63,65113
Topic 64,60659
Topic 64,84454
Topic 64,92914
Topic 64,10141
Topic 64,75819
Topic 64,13125
Topic 64,84764
Topic 64,84758
Topic 64,32734
Topic 64,42366
Topic 64,28596
Topic 64,13283
Topic 64,84158
Topic 64,113178
Topic 64,16271
Topic 64,31849
Topic 64,4804
Topic 64,34324
Topic 64,16884
Topic 64,33296
Topic 64,127604
Topic 64,56236
Topic 64,26655
Topic 64,70925
Topic 64,127323
Topic 65,60659
Topic 65,68070
Topic 65,92914
Topic 65,86246
Topic 65,13951
Topic 65,112814
Topic 65,1318
Topic 65,87194
Topic 65,104190
Topic 65,127604
Topic 65,26655
Topic 65,82956
Topic 65,102757
Topic 65,19296
Topic 65,75814
Topic 65,70531
Topic 65,82298
Topic 65,141901
Topic 65,17524
Topic 65,1677
Topic 65,86224
Topic 65,42366
Topic 65,82408
Topic 65,84758
Topic 65,10141
Topic 66,21726
Topic 66,67603
Topic 66,139319
Topic 66,16395
Topic 66,19284
Topic 66,133787
Topic 66,67733
Topic 66,21412
Topic 66,63987
Topic 66,143938
Topic 66,130313
Topic 66,42267
Topic 66,69204
Topic 66,46901
Topic 66,65565
Topic 66,145520
Topic 66,65369
Topic 66,144361
Topic 66,16579
Topic 66,20451
Topic 66,17150
Topic 66,105544
Topic 66,15078
Topic 66,105632
Topic 66,45046
Topic 67,91163
Topic 67,47267
Topic 67,40986
Topic 67,94590
Topic 67,17300
Topic 67,145983
Topic 67,96972
Topic 67,39601
Topic 67,38313
Topic 67,6049
Topic 67,61111
Topic 67,111694
Topic 67,5709
Topic 67,4330
Topic 67,16636
Topic 67,100995
Topic 67,50030
Topic 67,16520
Topic 67,46073
Topic 67,140835
Topic 67,56291
Topic 67,41764
Topic 67,54563
Topic 67,35707
Topic 67,31782
Topic 68,65565
Topic 68,125831
Topic 68,30793
Topic 68,45860
Topic 68,87584
Topic 68,60781
Topic 68,87567
Topic 68,56069
Topic 68,95013
Topic 68,63767
Topic 68,57829
Topic 68,7130
Topic 68,38767
Topic 68,69969
Topic 68,108506
Topic 68,115484
Topic 68,11945
Topic 68,70531
Topic 68,9198
Topic 68,78471
Topic 68,89684
Topic 68,83014
Topic 68,67819
Topic 68,41684
Topic 68,86246
Topic 69,28942
Topic 69,143913
Topic 69,140404
Topic 69,2536
Topic 69,144548
Topic 69,137557
Topic 69,139886
Topic 69,20552
Topic 69,98485
Topic 69,1511
Topic 69,9601
Topic 69,10502
Topic 69,49071
Topic 69,135505
Topic 69,89560
Topic 69,14758
Topic 69,6393
Topic 69,87739
Topic 69,34127
Topic 69,1686
Topic 69,17381
Topic 69,89349
Topic 69,61404
Topic 69,10924
Topic 69,41357
Topic 70,58988
Topic 70,8541
Topic 70,53495
Topic 70,30767
Topic 70,57319
Topic 70,60600
Topic 70,75114
Topic 70,100962
Topic 70,22244
Topic 70,59745
Topic 70,31548
Topic 70,69969
Topic 70,133409
Topic 70,3705
Topic 70,64466
Topic 70,1697
Topic 70,56971
Topic 70,127775
Topic 70,104449
Topic 70,110059
Topic 70,30053
Topic 70,39235
Topic 70,59043
Topic 70,56256
Topic 70,133153
Topic 71,1686
Topic 71,14694
Topic 71,36028
Topic 71,6400
Topic 71,34069
Topic 71,130212
Topic 71,44509
Topic 71,1511
Topic 71,29362
Topic 71,69413
Topic 71,66185
Topic 71,13638
Topic 71,90475
Topic 71,57966
Topic 71,249
Topic 71,74700
Topic 71,104856
Topic 71,38830
Topic 71,8484
Topic 71,4465
Topic 71,3632
Topic 71,38300
Topic 71,86610
Topic 71,147709
Topic 71,146097
Topic 72,17871
Topic 72,10502
Topic 72,64865
Topic 72,40065
Topic 72,139886
Topic 72,148931
Topic 72,64111
Topic 72,137557
Topic 72,146586
Topic 72,145790
Topic 72,94099
Topic 72,148191
Topic 72,15078
Topic 72,141429
Topic 72,14594
Topic 72,22853
Topic 72,129991
Topic 72,47319
Topic 72,141723
Topic 72,7278
Topic 72,42862
Topic 72,5113
Topic 72,29362
Topic 72,15126
Topic 72,96653
Topic 73,143995
Topic 73,59898
Topic 73,142313
Topic 73,62926
Topic 73,95637
Topic 73,107644
Topic 73,57138
Topic 73,38837
Topic 73,116250
Topic 73,141087
Topic 73,146148
Topic 73,99890
Topic 73,61651
Topic 73,49073
Topic 73,51469
Topic 73,65236
Topic 73,52886
Topic 73,114548
Topic 73,54064
Topic 73,1188
Topic 73,23821
Topic 73,11567
Topic 73,12651
Topic 73,145955
Topic 73,30462
Topic 74,3452
Topic 74,29574
Topic 74,48123
Topic 74,63786
Topic 74,69761
Topic 74,141079
Topic 74,91349
Topic 74,20449
Topic 74,116566
Topic 74,81732
Topic 74,6391
Topic 74,85093
Topic 74,87409
Topic 74,78174
Topic 74,24192
Topic 74,15774
Topic 74,47268
Topic 74,22272
Topic 74,92236
Topic 74,2959
Topic 74,104864
Topic 74,27186
Topic 74,65297
Topic 74,36714
Topic 74,6928
Topic 75,2805
Topic 75,35222
Topic 75,9601
Topic 75,72788
Topic 75,21199
Topic 75,121576
Topic 75,94953
Topic 75,59661
Topic 75,59611
Topic 75,96090
Topic 75,21234
Topic 75,16070
Topic 75,105841
Topic 75,36028
Topic 75,92524
Topic 75,34124
Topic 75,85438
Topic 75,47610
Topic 75,94673
Topic 75,55677
Topic 75,121281
Topic 75,86288
Topic 75,145766
Topic 75,126419
Topic 75,65398
Topic 76,101982
Topic 76,10109
Topic 76,42849
Topic 76,51618
Topic 76,45461
Topic 76,47860
Topic 76,2602
Topic 76,88705
Topic 76,66038
Topic 76,78771
Topic 76,66518
Topic 76,61892
Topic 76,93724
Topic 76,105195
Topic 76,79951
Topic 76,86220
Topic 76,149533
Topic 76,33536
Topic 76,144596
Topic 76,59043
Topic 76,141943
Topic 76,74638
Topic 76,5956
Topic 76,94535
Topic 76,34698
Topic 77,30431
Topic 77,12328
Topic 77,11645
Topic 77,16385
Topic 77,46947
Topic 77,16636
Topic 77,53747
Topic 77,19837
Topic 77,15460
Topic 77,41892
Topic 77,149021
Topic 77,29504
Topic 77,79126
Topic 77,74964
Topic 77,6624
Topic 77,22631
Topic 77,102798
Topic 77,54313
Topic 77,18771
Topic 77,31934
Topic 77,145659
Topic 77,10196
Topic 77,39766
Topic 77,1594
Topic 77,27712
Topic 78,41715
Topic 78,53323
Topic 78,5548
Topic 78,85751
Topic 78,129059
Topic 78,95794
Topic 78,66089
Topic 78,37785
Topic 78,42811
Topic 78,66233
Topic 78,109100
Topic 78,62771
Topic 78,13615
Topic 78,40872
Topic 78,26006
Topic 78,48398
Topic 78,84786
Topic 78,146869
Topic 78,11869
Topic 78,14512
Topic 78,16906
Topic 78,5397
Topic 78,33244
Topic 78,66904
Topic 78,20078
Topic 79,15528
Topic 79,62078
Topic 79,99632
Topic 79,40058
Topic 79,11375
Topic 79,37090
Topic 79,132267
Topic 79,103458
Topic 79,103390
Topic 79,93229
Topic 79,35877
Topic 79,11335
Topic 79,12127
Topic 79,110613
Topic 79,6841
Topic 79,24770
Topic 79,57798
Topic 79,65517
Topic 79,35856
Topic 79,69807
Topic 79,13589
Topic 79,117750
Topic 79,84672
Topic 79,10938
Topic 79,109693
Topic 80,45855
Topic 80,147876
Topic 80,63987
Topic 80,67424
Topic 80,18060
Topic 80,77919
Topic 80,66207
Topic 80,83997
Topic 80,140141
Topic 80,140034
Topic 80,127471
Topic 80,37476
Topic 80,111411
Topic 80,55424
Topic 80,69421
Topic 80,62042
Topic 80,58263
Topic 80,24076
Topic 80,111767
Topic 80,146358
Topic 80,131331
Topic 80,79375
Topic 80,4676
Topic 80,54815
Topic 80,70552
Topic 81,99877
Topic 81,34018
Topic 81,142057
Topic 81,33831
Topic 81,141715
Topic 81,33473
Topic 81,24606
Topic 81,30434
Topic 81,7674
Topic 81,40078
Topic 81,24699
Topic 81,79085
Topic 81,32458
Topic 81,466
Topic 81,59837
Topic 81,81157
Topic 81,99958
Topic 81,71899
Topic 81,25832
Topic 81,10830
Topic 81,47858
Topic 81,83231
Topic 81,44682
Topic 81,24770
Topic 81,81740
Topic 82,36178
Topic 82,8052
Topic 82,5397
Topic 82,49404
Topic 82,143968
Topic 82,38462
Topic 82,135786
Topic 82,129051
Topic 82,111367
Topic 82,63005
Topic 82,50250
Topic 82,41062
Topic 82,71005
Topic 82,13054
Topic 82,89343
Topic 82,137003
Topic 82,25513
Topic 82,131601
Topic 82,70196
Topic 82,104449
Topic 82,39235
Topic 82,16459
Topic 82,21786
Topic 82,33251
Topic 82,148579
Topic 83,99339
Topic 83,116381
Topic 83,107665
Topic 83,40847
Topic 83,116025
Topic 83,124761
Topic 83,23754
Topic 83,62645
Topic 83,33140
Topic 83,46048
Topic 83,149626
Topic 83,77066
Topic 83,97435
Topic 83,40542
Topic 83,19430
Topic 83,63370
Topic 83,139319
Topic 83,19771
Topic 83,14178
Topic 83,62649
Topic 83,108379
Topic 83,89593
Topic 83,34878
Topic 83,42737
Topic 83,124322
Topic 84,34124
Topic 84,105855
Topic 84,18029
Topic 84,139899
Topic 84,20892
Topic 84,47698
Topic 84,145167
Topic 84,74741
Topic 84,63492
Topic 84,70444
Topic 84,34671
Topic 84,44537
Topic 84,78228
Topic 84,69040
Topic 84,89684
Topic 84,60455
Topic 84,75003
Topic 84,50611
Topic 84,87758
Topic 84,76942
Topic 84,27612
Topic 84,89866
Topic 84,15531
Topic 84,54534
Topic 84,76846
Topic 85,86855
Topic 85,115484
Topic 85,88870
Topic 85,104291
Topic 85,10938
Topic 85,139045
Topic 85,103056
Topic 85,32818
Topic 85,105995
Topic 85,20449
Topic 85,59655
Topic 85,74638
Topic 85,43641
Topic 85,64787
Topic 85,3918
Topic 85,75838
Topic 85,99291
Topic 85,102831
Topic 85,54302
Topic 85,20886
Topic 85,142295
Topic 85,91032
Topic 85,46467
Topic 85,5392
Topic 85,110610
Topic 86,37612
Topic 86,103402
Topic 86,143683
Topic 86,24426
Topic 86,94020
Topic 86,78877
Topic 86,34070
Topic 86,46356
Topic 86,13344
Topic 86,22904
Topic 86,101092
Topic 86,116261
Topic 86,49537
Topic 86,111374
Topic 86,85882
Topic 86,59943
Topic 86,42811
Topic 86,64493
Topic 86,98712
Topic 86,895
Topic 86,132568
Topic 86,137575
Topic 86,36563
Topic 86,34594
Topic 86,80071
Topic 87,9822
Topic 87,13906
Topic 87,82987
Topic 87,126553
Topic 87,26930
Topic 87,93824
Topic 87,20436
Topic 87,61896
Topic 87,48162
Topic 87,139342
Topic 87,105225
Topic 87,7379
Topic 87,47931
Topic 87,142675
Topic 87,7783
Topic 87,140205
Topic 87,93962
Topic 87,10326
Topic 87,52578
Topic 87,45370
Topic 87,75532
Topic 87,33935
Topic 87,96657
Topic 87,3678
Topic 87,6147
Topic 88,5382
Topic 88,8221
Topic 88,144848
Topic 88,18528
Topic 88,24689
Topic 88,73727
Topic 88,16871
Topic 88,24426
Topic 88,39183
Topic 88,54996
Topic 88,108849
Topic 88,2023
Topic 88,56844
Topic 88,111864
Topic 88,9165
Topic 88,31091
Topic 88,86258
Topic 88,30906
Topic 88,41033
Topic 88,111279
Topic 88,17018
Topic 88,41114
Topic 88,6579
Topic 88,145522
Topic 88,33761
Topic 89,79959
Topic 89,8245
Topic 89,6973
Topic 89,78573
Topic 89,23646
Topic 89,62638
Topic 89,6135
Topic 89,21138
Topic 89,34350
Topic 89,96340
Topic 89,19455
Topic 89,139327
Topic 89,55443
Topic 89,24787
Topic 89,85350
Topic 89,94496
Topic 89,47208
Topic 89,124442
Topic 89,113107
Topic 89,79562
Topic 89,48368
Topic 89,70897
Topic 89,70373
Topic 89,115484
Topic 89,64636
Topic 90,24102
Topic 90,103402
Topic 90,33204
Topic 90,50932
Topic 90,69840
Topic 90,76709
Topic 90,93360
Topic 90,131061
Topic 90,24689
Topic 90,76197
Topic 90,28372
Topic 90,22880
Topic 90,51568
Topic 90,63612
Topic 90,25136
Topic 90,100456
Topic 90,18912
Topic 90,147400
Topic 90,78030
Topic 90,34271
Topic 90,85459
Topic 90,5720
Topic 90,48123
Topic 90,32290
Topic 90,60537
Topic 91,66557
Topic 91,138413
Topic 91,110633
Topic 91,44581
Topic 91,87931
Topic 91,76990
Topic 91,115365
Topic 91,27193
Topic 91,61026
Topic 91,65547
Topic 91,41207
Topic 91,67050
Topic 91,31398
Topic 91,111289
Topic 91,59837
Topic 91,80072
Topic 91,27008
Topic 91,107194
Topic 91,78290
Topic 91,15389
Topic 91,27395
Topic 91,70940
Topic 91,34944
Topic 91,30758
Topic 91,140201
Topic 92,116847
Topic 92,140034
Topic 92,14438
Topic 92,46722
Topic 92,20281
Topic 92,62923
Topic 92,70444
Topic 92,140141
Topic 92,16135
Topic 92,99291
Topic 92,22815
Topic 92,142221
Topic 92,95396
Topic 92,65739
Topic 92,67416
Topic 92,15762
Topic 92,61950
Topic 92,94596
Topic 92,75331
Topic 92,86016
Topic 92,49756
Topic 92,24915
Topic 92,24426
Topic 92,48219
Topic 92,61026
Topic 93,88870
Topic 93,13279
Topic 93,86290
Topic 93,82396
Topic 93,88582
Topic 93,25842
Topic 93,25718
Topic 93,32658
Topic 93,65002
Topic 93,110903
Topic 93,38583
Topic 93,60909
Topic 93,145788
Topic 93,98710
Topic 93,52682
Topic 93,41650
Topic 93,29191
Topic 93,65365
Topic 93,114745
Topic 93,86819
Topic 93,27984
Topic 93,88473
Topic 93,56935
Topic 93,147643
Topic 93,77656
Topic 94,87850
Topic 94,33831
Topic 94,5465
Topic 94,21365
Topic 94,95157
Topic 94,80005
Topic 94,64930
Topic 94,99551
Topic 94,60033
Topic 94,23241
Topic 94,16930
Topic 94,20154
Topic 94,20262
Topic 94,12651
Topic 94,91628
Topic 94,38141
Topic 94,6769
Topic 94,62771
Topic 94,102271
Topic 94,140403
Topic 94,51308
Topic 94,86599
Topic 94,145480
Topic 94,104966
Topic 94,148178
Topic 95,41114
Topic 95,124743
Topic 95,87045
Topic 95,16739
Topic 95,85937
Topic 95,16719
Topic 95,144848
Topic 95,26960
Topic 95,68927
Topic 95,144006
Topic 95,27988
Topic 95,30913
Topic 95,37544
Topic 95,45558
Topic 95,43656
Topic 95,53242
Topic 95,47319
Topic 95,52674
Topic 95,83928
Topic 95,19301
Topic 95,45635
Topic 95,24114
Topic 95,41355
Topic 95,2902
Topic 95,143243
Topic 96,31760
Topic 96,9839
Topic 96,34642
Topic 96,35580
Topic 96,95273
Topic 96,26181
Topic 96,90121
Topic 96,52246
Topic 96,22817
Topic 96,109282
Topic 96,40086
Topic 96,46403
Topic 96,74215
Topic 96,44531
Topic 96,998
Topic 96,57498
Topic 96,143090
Topic 96,50873
Topic 96,88534
Topic 96,30929
Topic 96,98182
Topic 96,65025
Topic 96,139267
Topic 96,83563
Topic 96,76990
Topic 97,108676
Topic 97,9743
Topic 97,62244
Topic 97,74913
Topic 97,105242
Topic 97,45694
Topic 97,22955
Topic 97,69884
Topic 97,36424
Topic 97,19301
Topic 97,91625
Topic 97,1003
Topic 97,23063
Topic 97,12228
Topic 97,74897
Topic 97,38141
Topic 97,87204
Topic 97,55910
Topic 97,102483
Topic 97,139710
Topic 97,53269
Topic 97,42953
Topic 97,146930
Topic 97,18791
Topic 97,56501
Topic 98,53136
Topic 98,29497
Topic 98,45092
Topic 98,63562
Topic 98,102385
Topic 98,10031
Topic 98,69414
Topic 98,18971
Topic 98,65570
Topic 98,23036
Topic 98,17644
Topic 98,42737
Topic 98,116293
Topic 98,17122
Topic 98,54550
Topic 98,74945
Topic 98,88147
Topic 98,141435
Topic 98,35604
Topic 98,11312
Topic 98,118151
Topic 98,30255
Topic 98,90848
Topic 98,138490
Topic 98,14854
Topic 99,47435
Topic 99,56612
Topic 99,12928
Topic 99,63274
Topic 99,33875
Topic 99,85951
Topic 99,79190
Topic 99,142797
Topic 99,109210
Topic 99,47663
Topic 99,110899
Topic 99,17623
Topic 99,69145
Topic 99,40556
Topic 99,8250
Topic 99,33290
Topic 99,17780
Topic 99,5339
Topic 99,7541
Topic 99,131942
Topic 99,25255
Topic 99,41412
Topic 99,47118
Topic 99,47090
Topic 99,77078
Topic 100,112479
Topic 100,56598
Topic 100,60201
Topic 100,110820
Topic 100,85119
Topic 100,22817
Topic 100,81844
Topic 100,17023
Topic 100,44198
Topic 100,143090
Topic 100,135132
Topic 100,109282
Topic 100,27772
Topic 100,60968
Topic 100,147393
Topic 100,70906
Topic 100,144944
Topic 100,55369
Topic 100,106122
Topic 100,98669
Topic 100,108056
Topic 100,147068
Topic 100,89695
Topic 100,106004
Topic 100,59658
Topic 101,10275
Topic 101,116456
Topic 101,45953
Topic 101,85801
Topic 101,9537
Topic 101,41336
Topic 101,113208
Topic 101,119005
Topic 101,144505
Topic 101,63967
Topic 101,50330
Topic 101,11269
Topic 101,106579
Topic 101,65560
Topic 101,133449
Topic 101,106077
Topic 101,43102
Topic 101,23656
Topic 101,50001
Topic 101,90457
Topic 101,75090
Topic 101,6754
Topic 101,58646
Topic 101,55989
Topic 101,79566
Topic 102,23734
Topic 102,64320
Topic 102,23839
Topic 102,65871
Topic 102,71044
Topic 102,36040
Topic 102,78972
Topic 102,71051
Topic 102,55205
Topic 102,70165
Topic 102,11215
Topic 102,81681
Topic 102,71054
Topic 102,68074
Topic 102,138675
Topic 102,45734
Topic 102,14319
Topic 102,72639
Topic 102,86528
Topic 102,30640
Topic 102,8392
Topic 102,74941
Topic 102,49655
Topic 102,78713
Topic 102,34419
Topic 103,103468
Topic 103,100244
Topic 103,142879
Topic 103,20693
Topic 103,63558
Topic 103,33994
Topic 103,140534
Topic 103,40731
Topic 103,138996
Topic 103,1280
Topic 103,115133
Topic 103,88874
Topic 103,98751
Topic 103,93008
Topic 103,6135
Topic 103,41062
Topic 103,149638
Topic 103,22920
Topic 103,135158
Topic 103,147356
Topic 103,42539
Topic 103,9719
Topic 103,29541
Topic 103,70158
Topic 103,12964
